COD_APO;COD_ENDOSSO;COD_ITEM;DATA_COMP;COD_END;COB_FUNDO;COD_MOD;ID_BEM;COBERTURA;CULTURA;MUNIC;UF;INICIO_VIG;FIM_VIG;TIPO_FRANQ;VAL_FRANQ;AREA_SEG;IMP_SEG;PREMIO;PREMIO_SUB;ORIGEM_SUB;CORRETAGEM;PERC_CARR;PERC_DESC
296679984;8641367;21919514;2021.0;0.0;S;50.0;60.0;100.0;99999999.0;50672.0;SC;20210301.0;20220301.0;9.0;0.0;0.0;91152.5;670.88;0.0;00;201.26;0.2;0.0
296679984;8641367;21919533;2021.0;0.0;S;50.0;70.0;100.0;99999999.0;11219.0;ES;20210227.0;20220227.0;9.0;0.0;0.0;106385.99;2352.19;0.0;00;705.65;0.2;0.0
296679984;8641367;21919648;2021.0;0.0;S;50.0;60.0;100.0;99999999.0;30472.0;PR;20210301.0;20220301.0;9.0;0.0;0.0;18385.46;181.28;0.0;00;54.38;0.2;0.0
296679984;8641367;21919745;2021.0;0.0;S;50.0;60.0;100.0;99999999.0;7285.0;MS;20210308.0;20220308.0;9.0;0.0;0.0;115000.0;1133.9;0.0;00;340.17;0.2;0.0
296679984;8641367;21919841;2021.0;0.0;S;50.0;60.0;100.0;99999999.0;54850.0;TO;20210301.0;20220301.0;9.0;0.0;0.0;251167.5;2476.51;0.0;00;742.95;0.2;0.0
296679984;8641367;21919879;2021.0;0.0;S;50.0;60.0;100.0;99999999.0;29201.0;PR;20210227.0;20220115.0;9.0;0.0;0.0;32917.68;171.91;0.0;00;51.57;0.2;0.0
296679984;8641367;21919943;2021.0;0.0;S;50.0;50.0;100.0;99999999.0;2149.0;MT;20210301.0;20220301.0;9.0;0.0;0.0;32950.0;195.39;0.0;00;58.61;0.2;0.0
296679984;8641367;21919949;2021.0;0.0;S;50.0;60.0;100.0;99999999.0;15026.0;MS;20210227.0;20211201.0;9.0;0.0;0.0;75448.8;421.42;0.0;00;126.42;0.2;0.0
296679984;8641367;21919954;2021.0;0.0;S;50.0;60.0;100.0;99999999.0;6011.0;MS;20210227.0;20220101.0;9.0;0.0;0.0;13500.0;67.55;0.0;00;20.26;0.2;0.0
296679984;8641367;21919982;2021.0;0.0;S;50.0;60.0;100.0;99999999.0;39507.0;SP;20210301.0;20220301.0;9.0;0.0;0.0;27450.0;162.77;0.0;00;48.83;0.2;0.0
296679984;8641367;21920022;2021.0;0.0;S;50.0;60.0;100.0;99999999.0;7931.0;GO;20210228.0;20220228.0;9.0;0.0;0.0;77317.5;762.35;0.0;00;228.7;0.2;0.0
296679984;8641367;21920044;2021.0;0.0;S;50.0;60.0;100.0;99999999.0;8174.0;MG;20210228.0;20220228.0;9.0;0.0;0.0;71670.82;527.49;0.0;00;158.24;0.2;0.0
296679984;8641367;21920085;2021.0;0.0;S;50.0;10.0;100.0;99999999.0;1250.0;PR;20210308.0;20220305.0;9.0;0.0;0.0;46282.5;158.74;0.0;00;47.62;0.2;0.0
296679984;8641367;21920107;2021.0;0.0;S;50.0;60.0;100.0;99999999.0;57709.0;RS;20210301.0;20220301.0;9.0;0.0;0.0;9958.79;98.19;0.0;00;29.45;0.2;0.0
296679984;8641367;21920126;2021.0;0.0;S;50.0;60.0;100.0;99999999.0;12823.0;RS;20210227.0;20220227.0;9.0;0.0;0.0;20888.18;205.95;0.0;00;61.78;0.2;0.0
296679984;8641367;21920146;2021.0;0.0;S;50.0;60.0;100.0;99999999.0;24598.0;SC;20200905.0;20210815.0;9.0;0.0;0.0;14000.0;130.09;0.0;00;39.02;0.2;0.0
296679984;8641367;21920163;2021.0;0.0;S;50.0;50.0;100.0;99999999.0;49470.0;SC;20210227.0;20220227.0;9.0;0.0;0.0;38980.0;231.15;0.0;00;69.34;0.2;0.0
296679984;8641367;21920182;2021.0;0.0;S;50.0;60.0;100.0;99999999.0;18267.0;SC;20210227.0;20220227.0;9.0;0.0;0.0;427204.94;2529.05;0.0;00;758.71;0.2;0.0
296938410;8961211;22528500;2021.0;0.0;S;10.0;99.0;50.0;11310002.0;3258.0;PR;20200923.0;20210923.0;2.0;0.0;92.0;242427.36;14093.73;0.0;00;1127.49;8.0;0.0
296938440;8961241;22528530;2021.0;0.0;S;10.0;99.0;50.0;11085007.0;32559.0;ES;20200925.0;20210925.0;2.0;5.0;25.0;200731.25;6301.22;0.0;00;504.09;8.0;0.0
296938496;8961297;22528586;2021.0;0.0;S;10.0;99.0;50.0;11310002.0;40792.0;PR;20200925.0;20210925.0;2.0;0.0;17.32;39659.16;2604.57;0.0;00;208.36;8.0;0.0
296938503;8961304;22528593;2021.0;0.0;S;10.0;99.0;50.0;11270805.0;28381.0;MS;20200925.0;20210925.0;2.0;0.0;573.0;869458.74;82598.58;0.0;00;6607.88;8.0;0.0
296938527;8961328;22528617;2021.0;0.0;S;10.0;99.0;50.0;11270805.0;19905.0;GO;20200925.0;20210925.0;2.0;0.0;515.0;1052016.25;54967.84;0.0;00;4397.42;8.0;0.0
296938541;8961342;22528631;2021.0;0.0;S;10.0;99.0;50.0;11270001.0;8002.0;PR;20200925.0;20210925.0;2.0;0.0;6.14;17372.31;737.29;0.0;00;58.98;8.0;0.0
296938615;8961416;22528705;2021.0;0.0;S;10.0;99.0;50.0;11270805.0;7931.0;GO;20200925.0;20210925.0;2.0;0.0;418.0;780213.72;40766.17;0.0;00;3261.29;8.0;0.0
296938631;8961432;22528721;2021.0;0.0;S;10.0;99.0;50.0;11270805.0;37891.0;GO;20200925.0;20210925.0;2.0;0.0;291.88;603610.76;31538.66;0.0;00;2523.09;8.0;0.0
296938680;8961481;22528770;2021.0;0.0;S;10.0;99.0;50.0;11095482.0;7773.0;SP;20200925.0;20210925.0;2.0;0.0;6.0;19277.52;370.25;0.0;00;29.62;8.0;0.0
296938699;8961500;22528789;2021.0;0.0;S;10.0;99.0;50.0;11270805.0;42824.0;MT;20200921.0;20210921.0;2.0;0.0;918.77;1047315.11;64671.7;0.0;00;5173.73;8.0;0.0
296938770;8961571;22528860;2021.0;0.0;S;10.0;99.0;50.0;11085007.0;29366.0;MG;20200925.0;20210925.0;2.0;5.0;10.0;127240.97;4283.32;0.0;00;342.66;8.0;0.0
296938776;8961577;22528866;2021.0;0.0;S;10.0;99.0;50.0;11310002.0;19716.0;RS;20200925.0;20210925.0;2.0;0.0;70.0;196686.7;19625.91;0.0;00;1570.07;8.0;0.0
296938849;8961650;22528939;2021.0;0.0;S;10.0;99.0;50.0;11095482.0;31309.0;SP;20200922.0;20210922.0;2.0;0.0;59.41;293067.03;5628.8;0.0;00;450.3;8.0;0.0
296938914;8961715;22529004;2021.0;0.0;S;10.0;99.0;50.0;11270805.0;37891.0;GO;20200925.0;20210925.0;2.0;0.0;17.4;35983.37;1880.13;0.0;00;150.41;8.0;0.0
296939016;8961817;22529106;2021.0;0.0;S;10.0;99.0;50.0;11310002.0;47692.0;PR;20200929.0;20210929.0;2.0;0.0;41.14;93945.66;5772.04;0.0;00;461.76;8.0;0.0
296939164;8961965;22529254;2021.0;0.0;S;10.0;99.0;50.0;11270805.0;12397.0;MG;20200929.0;20210929.0;2.0;0.0;121.0;330874.5;22003.15;0.0;00;1760.25;8.0;0.0
296939306;8962107;22529396;2021.0;0.0;S;10.0;99.0;50.0;11270805.0;41045.0;MT;20200929.0;20210929.0;2.0;0.0;260.0;456040.0;35274.69;0.0;00;2821.97;8.0;0.0
296939320;8962121;22529410;2021.0;0.0;S;10.0;99.0;50.0;11270805.0;1968.0;MS;20200929.0;20210929.0;2.0;0.0;146.33;222168.45;21106.0;0.0;00;1688.48;8.0;0.0
296939346;8962147;22529436;2021.0;0.0;S;10.0;99.0;50.0;11310002.0;11329.0;PR;20200929.0;20210929.0;2.0;0.0;37.85;105599.33;9790.89;0.0;00;783.27;8.0;0.0
296939390;8962191;22529480;2021.0;0.0;S;10.0;99.0;50.0;11155009.0;52821.0;PR;20200929.0;20210929.0;2.0;0.0;18.0;44631.18;5355.74;0.0;00;428.45;8.0;0.0
296939481;8962282;22529571;2021.0;0.0;S;10.0;99.0;50.0;11310002.0;35271.0;RS;20200928.0;20210928.0;2.0;0.0;89.0;213600.0;21146.4;0.0;00;1691.71;8.0;0.0
296939518;8962319;22529608;2021.0;0.0;S;10.0;99.0;50.0;11310002.0;43593.0;PR;20200818.0;20210818.0;2.0;0.0;49.63;132734.29;8310.32;0.0;00;664.82;8.0;0.0
296939521;8962322;22529611;2021.0;0.0;S;10.0;99.0;50.0;11270805.0;49425.0;MT;20200928.0;20210928.0;2.0;0.0;370.0;558415.1;34482.13;0.0;00;2758.57;8.0;0.0
296939541;8962342;22529631;2021.0;0.0;S;10.0;99.0;50.0;11310002.0;5287.0;RS;20200928.0;20210928.0;2.0;0.0;26.0;74438.07;6699.42;0.0;00;535.95;8.0;0.0
296939576;8962377;22529666;2021.0;0.0;S;10.0;99.0;50.0;11270001.0;24691.0;SC;20200928.0;20210928.0;2.0;0.0;14.48;44662.53;3684.65;0.0;00;294.77;8.0;0.0
296939582;8962383;22529672;2021.0;0.0;S;10.0;99.0;50.0;11270805.0;29579.0;GO;20200928.0;20210928.0;2.0;0.0;144.0;351756.0;18379.25;0.0;00;1470.34;8.0;0.0
296939595;8962396;22529685;2021.0;0.0;S;10.0;99.0;50.0;11310002.0;29555.0;PR;20200928.0;20210928.0;2.0;0.0;10.75;25442.56;1545.91;0.0;00;123.67;8.0;0.0
296939629;8962430;22529719;2021.0;0.0;S;10.0;99.0;50.0;11270805.0;40833.0;MS;20200928.0;20210928.0;2.0;0.0;225.0;414695.25;39396.05;0.0;00;3151.68;8.0;0.0
296939674;8962475;22529764;2021.0;0.0;S;10.0;99.0;50.0;11270805.0;42886.0;MT;20200928.0;20210928.0;2.0;0.0;368.0;708999.84;46084.99;0.0;00;3686.79;8.0;0.0
296939683;8962484;22529773;2021.0;0.0;S;10.0;99.0;50.0;11270805.0;7388.0;SP;20200928.0;20210928.0;2.0;0.0;50.0;106957.28;11230.51;0.0;00;898.44;8.0;0.0
296939710;8962511;22529800;2021.0;0.0;S;10.0;99.0;50.0;11270805.0;3911.0;MS;20200928.0;20210928.0;2.0;0.0;90.0;168378.3;15995.94;0.0;00;1279.67;8.0;0.0
296939808;8962609;22529898;2021.0;0.0;S;10.0;99.0;50.0;11085007.0;28587.0;MG;20200929.0;20210929.0;2.0;5.0;21.5;400550.25;13483.74;0.0;00;1078.69;8.0;0.0
296939817;8962618;22529907;2021.0;0.0;S;10.0;99.0;50.0;11310002.0;52876.0;PR;20200928.0;20210928.0;2.0;0.0;215.38;576377.93;37138.79;0.0;00;2971.1;8.0;0.0
296939828;8962629;22529918;2021.0;0.0;S;10.0;99.0;50.0;11270805.0;26194.0;MS;20200930.0;20210930.0;2.0;0.0;206.9;308858.25;29341.53;0.0;00;2347.32;8.0;0.0
296939900;8962701;22529990;2021.0;0.0;S;10.0;99.0;50.0;11045559.0;34595.0;RS;20200930.0;20210930.0;2.0;0.0;57.0;200000.0;7248.91;0.0;00;579.91;8.0;0.0
296939938;8962739;22530028;2021.0;0.0;S;10.0;99.0;50.0;11310002.0;45728.0;PR;20200930.0;20210930.0;2.0;0.0;120.0;272320.8;17771.89;0.0;00;1421.75;8.0;0.0
296939950;8962751;22530040;2021.0;0.0;S;10.0;99.0;50.0;11085007.0;3241.0;MG;20200930.0;20210930.0;2.0;5.0;6.3;99774.81;3535.5;0.0;00;282.84;8.0;0.0
296939969;8962770;22530059;2021.0;0.0;S;10.0;99.0;50.0;11310002.0;1528.0;RS;20200930.0;20210930.0;2.0;0.0;30.0;71329.05;6419.61;0.0;00;513.56;8.0;0.0
296940019;8962820;22530109;2021.0;0.0;S;10.0;99.0;50.0;11270805.0;28381.0;MS;20200930.0;20210930.0;2.0;0.0;447.0;695312.97;69531.29;0.0;00;5562.5;8.0;0.0
296679984;8641367;21920269;2021.0;0.0;S;50.0;60.0;100.0;99999999.0;52577.0;RS;20210227.0;20220227.0;9.0;0.0;0.0;100280.0;738.06;0.0;00;221.41;0.2;0.0
296679984;8641367;21920432;2021.0;0.0;S;50.0;60.0;100.0;99999999.0;37107.0;MG;20210227.0;20220227.0;9.0;0.0;0.0;93950.4;691.47;0.0;00;207.44;0.2;0.0
296679984;8641367;21920438;2021.0;0.0;S;50.0;60.0;100.0;99999999.0;15466.0;RS;20210228.0;20220215.0;9.0;0.0;0.0;5773.07;54.89;0.0;00;16.46;0.2;0.0
296679984;8641367;21920445;2021.0;0.0;S;50.0;10.0;100.0;99999999.0;40792.0;PR;20210228.0;20210527.0;9.0;0.0;0.0;493970.4;408.49;0.0;00;122.54;0.2;0.0
296679984;8641367;21920517;2021.0;0.0;S;50.0;60.0;100.0;99999999.0;47850.0;PR;20210228.0;20220228.0;9.0;0.0;0.0;47162.81;279.67;0.0;00;83.9;0.2;0.0
296679984;8641367;21920524;2021.0;0.0;S;50.0;50.0;100.0;99999999.0;42862.0;MT;20210228.0;20220228.0;9.0;0.0;0.0;600000.0;3558.0;0.0;00;1067.4;0.2;0.0
296679984;8641367;21920541;2021.0;0.0;S;50.0;60.0;100.0;99999999.0;28745.0;MG;20210228.0;20220228.0;9.0;0.0;0.0;15800.0;54.19;0.0;00;16.25;0.2;0.0
296679984;8641367;21920596;2021.0;0.0;S;50.0;10.0;100.0;99999999.0;12287.0;BA;20210227.0;20220227.0;9.0;0.0;0.0;488880.0;1676.85;0.0;00;503.05;0.2;0.0
296679984;8641367;21920604;2021.0;0.0;S;50.0;10.0;100.0;99999999.0;33462.0;BA;20210228.0;20220228.0;9.0;0.0;0.0;250000.0;890.0;0.0;00;267.0;0.2;0.0
296679984;8641367;21920631;2021.0;0.0;S;50.0;60.0;100.0;99999999.0;12995.0;SC;20210307.0;20220115.0;9.0;0.0;0.0;3820.0;32.4;0.0;00;9.72;0.2;0.0
296679984;8641367;21920644;2021.0;0.0;S;50.0;10.0;100.0;99999999.0;39569.0;PR;20210308.0;20210824.0;9.0;0.0;0.0;110235.84;378.1;0.0;00;113.43;0.2;0.0
296679984;8641367;21920679;2021.0;0.0;S;50.0;10.0;100.0;99999999.0;12122.0;MG;20210227.0;20220227.0;9.0;0.0;0.0;300753.0;1070.68;0.0;00;321.2;0.2;0.0
296679984;8641367;21920730;2021.0;0.0;S;50.0;70.0;100.0;99999999.0;22253.0;MG;20210228.0;20220224.0;9.0;0.0;0.0;5797.63;56.53;0.0;00;16.95;0.2;0.0
296679984;8641367;21920977;2021.0;0.0;S;50.0;10.0;100.0;99999999.0;38333.0;MG;20210227.0;20220227.0;9.0;0.0;0.0;143270.4;491.41;0.0;00;147.42;0.2;0.0
296679984;8641367;21920994;2021.0;0.0;S;50.0;10.0;100.0;99999999.0;13530.0;SE;20210301.0;20220301.0;9.0;0.0;0.0;152273.1;522.29;0.0;00;156.68;0.2;0.0
296679984;8641367;21921017;2021.0;0.0;S;50.0;50.0;100.0;99999999.0;10526.0;MG;20210227.0;20220227.0;9.0;0.0;0.0;158500.0;939.9;0.0;00;281.97;0.2;0.0
296679984;8641367;21921068;2021.0;0.0;S;50.0;60.0;100.0;99999999.0;35233.0;MG;20210301.0;20220301.0;9.0;0.0;0.0;36770.92;218.05;0.0;00;65.41;0.2;0.0
296679984;8641367;21921087;2021.0;0.0;S;50.0;50.0;100.0;99999999.0;19699.0;BA;20210227.0;20220227.0;9.0;0.0;0.0;40841.0;242.18;0.0;00;72.65;0.2;0.0
296679984;8641367;21921171;2021.0;0.0;S;50.0;60.0;100.0;99999999.0;29139.0;PR;20210227.0;20220227.0;9.0;0.0;0.0;58425.0;430.0;0.0;00;129.0;0.2;0.0
296679984;8641367;21921198;2021.0;0.0;S;50.0;60.0;100.0;99999999.0;23348.0;SC;20210301.0;20220301.0;9.0;0.0;0.0;67627.5;497.73;0.0;00;149.31;0.2;0.0
296679984;8641367;21921201;2021.0;0.0;S;50.0;60.0;100.0;99999999.0;23348.0;SC;20210301.0;20220301.0;9.0;0.0;0.0;16402.5;97.26;0.0;00;29.17;0.2;0.0
296679984;8641367;21921203;2021.0;0.0;S;50.0;60.0;100.0;99999999.0;48017.0;PR;20210301.0;20220301.0;9.0;0.0;0.0;29110.31;287.02;0.0;00;86.1;0.2;0.0
296679984;8641367;21921226;2021.0;0.0;S;50.0;60.0;100.0;99999999.0;27502.0;PR;20210301.0;20220301.0;9.0;0.0;0.0;20093.4;119.15;0.0;00;35.74;0.2;0.0
296679984;8641367;21921272;2021.0;0.0;S;50.0;60.0;100.0;99999999.0;52247.0;RS;20210227.0;20220227.0;9.0;0.0;0.0;75000.0;444.0;0.0;00;133.2;0.2;0.0
296679984;8641367;21921301;2021.0;0.0;S;50.0;60.0;100.0;99999999.0;17529.0;SP;20210228.0;20220228.0;9.0;0.0;0.0;7710.4;76.02;0.0;00;22.8;0.2;0.0
296679984;8641367;21921328;2021.0;0.0;S;50.0;10.0;100.0;99999999.0;4817.0;RS;20210308.0;20220207.0;9.0;0.0;0.0;29100.0;99.81;0.0;00;29.94;0.2;0.0
296679984;8641367;21921344;2021.0;0.0;S;50.0;10.0;100.0;99999999.0;15349.0;SP;20210227.0;20220227.0;9.0;0.0;0.0;247495.5;848.9;0.0;00;254.67;0.2;0.0
296679984;8641367;21921380;2021.0;0.0;S;50.0;60.0;100.0;99999999.0;12627.0;RS;20210301.0;20220301.0;9.0;0.0;0.0;1783.0;13.12;0.0;00;3.93;0.2;0.0
296679984;8641367;21921402;2021.0;0.0;S;50.0;70.0;100.0;99999999.0;45522.0;RS;20210227.0;20220227.0;9.0;0.0;0.0;29565.0;291.51;0.0;00;87.45;0.2;0.0
296679984;8641367;21921411;2021.0;0.0;S;50.0;50.0;100.0;99999999.0;42965.0;MT;20210301.0;20220301.0;9.0;0.0;0.0;48000.0;284.64;0.0;00;85.39;0.2;0.0
296679984;8641367;21921417;2021.0;0.0;S;50.0;60.0;100.0;99999999.0;57716.0;RS;20210227.0;20220227.0;9.0;0.0;0.0;5400.0;53.24;0.0;00;15.97;0.2;0.0
296679984;8641367;21921480;2021.0;0.0;S;50.0;60.0;100.0;99999999.0;44396.0;RS;20210227.0;20220227.0;9.0;0.0;0.0;15000.0;88.8;0.0;00;26.64;0.2;0.0
296679984;8641367;21921482;2021.0;0.0;S;50.0;60.0;100.0;99999999.0;44396.0;RS;20210228.0;20220315.0;9.0;0.0;0.0;17157.2;78.95;0.0;00;23.68;0.2;0.0
296679984;8641367;21921524;2021.0;0.0;S;50.0;60.0;100.0;99999999.0;41162.0;RS;20210227.0;20220227.0;9.0;0.0;0.0;2500.0;24.65;0.0;00;7.39;0.2;0.0
296679984;8641367;21921659;2021.0;0.0;S;50.0;10.0;100.0;99999999.0;41186.0;ES;20210228.0;20220228.0;9.0;0.0;0.0;67720.68;232.28;0.0;00;69.68;0.2;0.0
296679984;8641367;21921678;2021.0;0.0;S;50.0;60.0;100.0;99999999.0;11886.0;SC;20210227.0;20220227.0;9.0;0.0;0.0;130000.0;769.6;0.0;00;230.88;0.2;0.0
296679984;8641367;21921712;2021.0;0.0;S;50.0;60.0;100.0;99999999.0;22992.0;RS;20210227.0;20220227.0;9.0;0.0;0.0;1691.45;16.67;0.0;00;5.0;0.2;0.0
296679984;8641367;21921717;2021.0;0.0;S;50.0;60.0;100.0;99999999.0;22992.0;RS;20210227.0;20220227.0;9.0;0.0;0.0;37972.5;374.4;0.0;00;112.32;0.2;0.0
296679984;8641367;21921722;2021.0;0.0;S;50.0;60.0;100.0;99999999.0;51255.0;PA;20210301.0;20220301.0;9.0;0.0;0.0;7116.41;70.16;0.0;00;21.04;0.2;0.0
296679984;8641367;21921743;2021.0;0.0;S;50.0;60.0;100.0;99999999.0;41478.0;RS;20210228.0;20220228.0;9.0;0.0;0.0;11809.8;116.44;0.0;00;34.93;0.2;0.0
296679984;8641367;21921770;2021.0;0.0;S;50.0;50.0;100.0;99999999.0;3818.0;BA;20210301.0;20220301.0;9.0;0.0;0.0;350000.0;2075.5;0.0;00;622.65;0.2;0.0
296679984;8641367;21921777;2021.0;0.0;S;50.0;10.0;100.0;99999999.0;57826.0;RS;20210308.0;20220220.0;9.0;0.0;0.0;245520.0;842.13;0.0;00;252.63;0.2;0.0
296679983;8641366;20429430;2021.0;0.0;S;50.0;60.0;100.0;99999999.0;22435.0;SP;20191116.0;20201115.0;9.0;0.0;0.0;27628.43;272.41;0.0;00;54.48;0.2;0.0
296679983;8641366;20429433;2021.0;0.0;S;50.0;10.0;100.0;99999999.0;40369.0;SP;20191125.0;20201228.0;9.0;0.0;0.0;677820.0;2324.92;0.0;00;464.98;0.2;0.0
296679983;8641366;20429495;2021.0;0.0;S;50.0;60.0;100.0;99999999.0;50720.0;MS;20191116.0;20201101.0;9.0;0.0;0.0;3870.99;22.07;0.0;00;4.41;0.2;0.0
296679983;8641366;20429500;2021.0;0.0;S;50.0;60.0;100.0;99999999.0;44420.0;MT;20191117.0;20201116.0;9.0;0.0;0.0;70827.8;521.29;0.0;00;104.25;0.2;0.0
296679983;8641366;20429503;2021.0;0.0;S;50.0;60.0;100.0;99999999.0;24347.0;PR;20191118.0;20201117.0;9.0;0.0;0.0;5906.1;58.23;0.0;00;11.64;0.2;0.0
296679983;8641366;20429541;2021.0;0.0;S;50.0;60.0;100.0;99999999.0;35800.0;DF;20191118.0;20201117.0;9.0;0.0;0.0;10551.4;104.03;0.0;00;20.8;0.2;0.0
296679983;8641366;20429654;2021.0;0.0;S;50.0;60.0;100.0;99999999.0;35738.0;RS;20191118.0;20201028.0;9.0;0.0;0.0;117975.2;820.71;0.0;00;164.14;0.2;0.0
296679983;8641366;20429688;2021.0;0.0;S;50.0;60.0;100.0;99999999.0;12108.0;SP;20191117.0;20201116.0;9.0;0.0;0.0;3753.7;37.01;0.0;00;7.4;0.2;0.0
296679983;8641366;20429694;2021.0;0.0;S;50.0;10.0;100.0;99999999.0;10849.0;SP;20191125.0;20210228.0;9.0;0.0;0.0;149544.0;512.93;0.0;00;102.58;0.2;0.0
296679983;8641366;20429700;2021.0;0.0;S;50.0;60.0;100.0;99999999.0;49229.0;MS;20191118.0;20201117.0;9.0;0.0;0.0;100000.0;986.0;0.0;00;197.2;0.2;0.0
296679983;8641366;20429711;2021.0;0.0;S;50.0;60.0;100.0;99999999.0;17990.0;MG;20191115.0;20201114.0;9.0;0.0;0.0;70000.0;415.1;0.0;00;83.02;0.2;0.0
296679983;8641366;20429733;2021.0;0.0;S;50.0;60.0;100.0;99999999.0;53174.0;MG;20191118.0;20201117.0;9.0;0.0;0.0;704.22;4.17;0.0;00;0.83;0.2;0.0
296679983;8641366;20429772;2021.0;0.0;S;50.0;70.0;100.0;99999999.0;13884.0;SP;20191118.0;20201117.0;9.0;0.0;0.0;97416.98;960.53;0.0;00;192.1;0.2;0.0
296679983;8641366;20429773;2021.0;0.0;S;50.0;60.0;100.0;99999999.0;3612.0;SP;20191118.0;20201117.0;9.0;0.0;0.0;72498.97;533.59;0.0;00;106.71;0.2;0.0
296679983;8641366;20429786;2021.0;0.0;S;50.0;60.0;100.0;99999999.0;1528.0;RS;20191117.0;20201116.0;9.0;0.0;0.0;32209.72;191.0;0.0;00;38.2;0.2;0.0
296679983;8641366;20429815;2021.0;0.0;S;50.0;60.0;100.0;99999999.0;20169.0;SC;20191116.0;20201115.0;9.0;0.0;0.0;9107.39;89.79;0.0;00;17.95;0.2;0.0
296679983;8641366;20429853;2021.0;0.0;S;50.0;60.0;100.0;99999999.0;34595.0;RS;20191115.0;20200925.0;9.0;0.0;0.0;23747.89;121.53;0.0;00;24.3;0.2;0.0
296679983;8641366;20429858;2021.0;0.0;S;50.0;60.0;100.0;99999999.0;34595.0;RS;20191116.0;20201115.0;9.0;0.0;0.0;131220.0;1293.82;0.0;00;258.76;0.2;0.0
296679983;8641366;20429862;2021.0;0.0;S;50.0;60.0;100.0;99999999.0;34595.0;RS;20191118.0;20201117.0;9.0;0.0;0.0;22215.77;131.73;0.0;00;26.34;0.2;0.0
296679983;8641366;20429915;2021.0;0.0;S;50.0;60.0;100.0;99999999.0;21151.0;SP;20191117.0;20200915.0;9.0;0.0;0.0;12266.55;100.4;0.0;00;20.08;0.2;0.0
296679983;8641366;20429933;2021.0;0.0;S;50.0;60.0;100.0;99999999.0;12397.0;MG;20191115.0;20200716.0;9.0;0.0;0.0;1258.77;8.29;0.0;00;1.65;0.2;0.0
296679983;8641366;20429962;2021.0;0.0;S;50.0;60.0;100.0;99999999.0;10832.0;RS;20191115.0;20201114.0;9.0;0.0;0.0;205724.88;2028.44;0.0;00;405.68;0.2;0.0
296679983;8641366;20429971;2021.0;0.0;S;50.0;60.0;100.0;99999999.0;13107.0;SP;20191115.0;20201114.0;9.0;0.0;0.0;7762.93;46.03;0.0;00;9.2;0.2;0.0
296679983;8641366;20430022;2021.0;0.0;S;50.0;60.0;100.0;99999999.0;4312.0;PR;20191116.0;20201115.0;9.0;0.0;0.0;4884.3;16.75;0.0;00;3.35;0.2;0.0
296679983;8641366;20430023;2021.0;0.0;S;50.0;60.0;100.0;99999999.0;4312.0;PR;20191115.0;20201114.0;9.0;0.0;0.0;3504.73;34.55;0.0;00;6.91;0.2;0.0
296679983;8641366;20430031;2021.0;0.0;S;50.0;60.0;100.0;99999999.0;4312.0;PR;20191117.0;20201116.0;9.0;0.0;0.0;2424.36;17.84;0.0;00;3.56;0.2;0.0
296679983;8641366;20430064;2021.0;0.0;S;50.0;60.0;100.0;99999999.0;1683.0;RS;20191115.0;20201114.0;9.0;0.0;0.0;16735.4;123.17;0.0;00;24.63;0.2;0.0
296679983;8641366;20430089;2021.0;0.0;S;50.0;60.0;100.0;99999999.0;28549.0;MG;20191115.0;20201114.0;9.0;0.0;0.0;5900.0;58.17;0.0;00;11.63;0.2;0.0
296679983;8641366;20430091;2021.0;0.0;S;50.0;60.0;100.0;99999999.0;28549.0;MG;20191116.0;20201115.0;9.0;0.0;0.0;230891.51;2276.59;0.0;00;455.31;0.2;0.0
296679983;8641366;20430103;2021.0;0.0;S;50.0;60.0;100.0;99999999.0;28549.0;MG;20191115.0;20201114.0;9.0;0.0;0.0;14200.0;140.01;0.0;00;28.0;0.2;0.0
296679983;8641366;20430111;2021.0;0.0;S;50.0;60.0;100.0;99999999.0;28549.0;MG;20191118.0;20201117.0;9.0;0.0;0.0;39000.0;384.54;0.0;00;76.9;0.2;0.0
296679983;8641366;20430148;2021.0;0.0;S;50.0;70.0;100.0;99999999.0;40321.0;RS;20191118.0;20201117.0;9.0;0.0;0.0;53800.0;530.46;0.0;00;106.09;0.2;0.0
296679983;8641366;20430169;2021.0;0.0;S;50.0;10.0;100.0;99999999.0;22105.0;RS;20191117.0;20201116.0;9.0;0.0;0.0;304525.68;1044.52;0.0;00;208.9;0.2;0.0
296679983;8641366;20430175;2021.0;0.0;S;50.0;60.0;100.0;99999999.0;22105.0;RS;20191117.0;20201116.0;9.0;0.0;0.0;6603.64;65.11;0.0;00;13.02;0.2;0.0
296679983;8641366;20430181;2021.0;0.0;S;50.0;60.0;100.0;99999999.0;1951.0;SP;20191118.0;20201119.0;9.0;0.0;0.0;11863.46;52.72;0.0;00;10.54;0.2;0.0
296679983;8641366;20430202;2021.0;0.0;S;50.0;60.0;100.0;99999999.0;18401.0;SC;20191116.0;20201115.0;9.0;0.0;0.0;25968.87;191.13;0.0;00;38.22;0.2;0.0
296679983;8641366;20430226;2021.0;0.0;S;50.0;70.0;100.0;99999999.0;20066.0;SC;20191116.0;20201115.0;9.0;0.0;0.0;3845.63;37.91;0.0;00;7.58;0.2;0.0
296679983;8641366;20430236;2021.0;0.0;S;50.0;60.0;100.0;99999999.0;20066.0;SC;20191117.0;20201116.0;9.0;0.0;0.0;7430.02;73.25;0.0;00;14.65;0.2;0.0
