COD_APO;COD_ENDOSSO;COD_ITEM;DATA_COMP;COB_FUNDO;COD_MOD;ID_BEM;COBERTURA;CULTURA;MUNIC;UF;INDENIZ;DESP_SIN;EV_GER;VAL_FRANQ;D_AVISO;D_LIQ;D_OCORR_IN;D_OCORR_FI
289647725;437508;899534;2021;N;10;99;50;11270805.0;14450.0;PR;0.0;1160.0;8;0.0;20210617;00000000;20210401;20210401
289647732;437515;899541;2021;N;10;99;50;11270805.0;15442.0;PR;25446.05;1160.0;8;1.0;20210519;20210716;20210401;20210401
289647755;437546;899564;2021;N;10;99;50;11270805.0;3856.0;PR;78633.84;1160.0;8;0.0;20210517;20210716;20210420;20210420
289647763;437554;899572;2021;N;10;99;50;11270805.0;41148.0;PR;24666.42;1160.0;8;0.0;20210519;20210621;20210401;20210401
289647772;437563;899581;2021;N;10;99;50;11270805.0;3337.0;PR;183941.41;1160.0;8;0.0;20210510;20210618;20210410;20210410
289647793;437586;899602;2021;N;10;99;50;11270805.0;17048.0;PR;80659.49;1169.49;9;0.0;20210608;20210726;20210525;20210525
289647798;437591;899607;2021;N;10;99;50;11270805.0;14670.0;SP;25725.14;1160.0;8;0.0;20210624;20210827;20210330;20210330
289647802;437595;899611;2021;N;10;99;50;11270805.0;35893.0;PR;34464.97;1160.0;8;0.0;20210506;20210611;20210324;20210324
289647804;437597;899613;2021;N;10;99;50;11270805.0;26462.0;PR;5754.64;1160.0;8;0.0;20210504;20210726;20210326;20210326
289647832;437632;899641;2021;N;10;99;50;11270805.0;35893.0;PR;27073.37;1181.49;8;0.0;20210507;20210628;20210420;20210420
289647854;437654;899663;2021;N;10;99;50;11270805.0;37884.0;PR;246330.52;1160.0;8;0.0;20210512;20210628;20210322;20210322
289647859;437659;899668;2021;N;10;99;50;11270805.0;7625.0;PR;99490.45;1160.0;8;0.0;20210528;20210716;20210410;20210410
289647874;437674;899683;2021;N;10;99;50;11270805.0;9489.0;PR;38280.78;1160.0;8;0.0;20210705;20210820;20210328;20210328
289647889;437710;899698;2021;N;10;99;50;11270805.0;29483.0;PR;217878.0;1160.0;8;0.0;20210511;20210630;20210322;20210322
289647897;437724;899706;2021;N;10;99;50;11270805.0;6585.0;SP;66973.62;1160.0;8;0.0;20210507;20210929;20210401;20210401
289647901;437728;899710;2021;N;10;99;50;11270805.0;7072.0;PR;112489.63;1318.55;8;0.0;20210430;20210521;20210329;20210329
289647909;437748;899718;2021;N;10;99;50;11270805.0;11109.0;PR;72367.04;1181.6;8;0.0;20210528;20210726;20210420;20210420
289647913;437752;899722;2021;N;10;99;50;11270805.0;18975.0;PR;220992.73;1194.79;8;0.0;20210629;20210831;20210401;20210401
289647939;437780;899748;2021;N;10;99;50;11270805.0;1126.0;PR;688782.56;1160.0;8;0.0;20210505;20210616;20210415;20210415
289647944;437785;899753;2021;N;10;99;50;11270805.0;1418.0;PR;204247.27;1160.0;8;0.0;20210505;20210618;20210410;20210410
289647971;437828;899780;2021;N;10;99;50;11270805.0;33383.0;PR;1479.71;1160.0;8;0.0;20210527;20210716;20210405;20210405
289579816;354202;688820;2021;N;10;99;999;11310002.0;30551.0;SP;100420.85;1296.02;8;0.0;20210217;20210630;20210204;20210204
289579869;354259;688873;2021;N;10;99;999;11310002.0;7247.0;PR;184575.87;0.0;7;0.0;20210126;20210323;20210117;20210117
289579869;354259;688873;2021;N;10;99;999;11310002.0;7247.0;PR;130565.29;0.0;7;0.0;20210126;20210323;20210117;20210117
289579933;354335;688937;2021;N;10;99;999;11310002.0;30733.0;PR;12680.82;680.4;7;0.0;20210217;20210405;20210111;20210111
289580036;354450;689040;2021;N;10;99;999;11310002.0;14319.0;PR;7524.55;1045.77;8;0.0;20210222;20210624;20210129;20210129
289580200;354656;689204;2021;N;10;99;999;11310002.0;30049.0;PR;51783.2;0.0;8;0.0;20210223;20210412;20210210;20210210
289580417;354901;689421;2021;N;10;99;999;11310002.0;43012.0;MS;829.82;829.82;8;0.0;20210312;20210601;20210131;20210131
289580441;354935;689445;2021;N;10;99;999;11310002.0;13035.0;PR;659.55;659.55;8;0.0;20210222;20210506;20210129;20210129
289580446;354942;689450;2021;N;10;99;999;11310002.0;40668.0;PR;55932.48;787.94;7;0.0;20210208;20210621;20210115;20210115
289580450;354946;689454;2021;N;10;99;999;11310002.0;16214.0;PR;46095.03;636.9;7;0.0;20210217;20210413;20210115;20210115
289580500;355013;689504;2021;N;10;99;999;11310002.0;38735.0;RS;902.28;902.28;8;0.0;20210114;20210617;20210114;20210114
289580547;355071;689551;2021;N;10;99;999;11310002.0;48907.0;SP;928.67;584.67;7;0.0;20210304;20210611;20210303;20210303
289580550;355074;689554;2021;N;10;99;999;11310002.0;30733.0;PR;796.47;796.47;8;0.0;20210208;20210329;20201101;20201101
289580578;355107;689582;2021;N;10;99;999;11310002.0;29201.0;PR;328.23;328.23;8;0.0;20201218;20210701;20201026;20201026
289580578;355107;689582;2021;N;10;99;999;11310002.0;29201.0;PR;379.07;379.07;8;0.0;20201218;20210422;20201026;20201026
289580696;355236;689700;2021;N;10;99;999;11310002.0;3825.0;RS;341040.0;0.0;8;0.0;20210324;20210525;20210201;20210201
289580830;355393;689834;2021;N;10;99;999;11310002.0;29713.0;PR;747.68;747.68;7;0.0;20210217;20210414;20210115;20210115
289581096;355698;690100;2021;N;10;99;999;11310002.0;14319.0;PR;306.56;306.56;8;0.0;20210225;20210617;20210129;20210129
289581105;355707;690109;2021;N;10;99;999;11310002.0;37949.0;PR;703.44;703.43;7;0.0;20210202;00000000;20201222;20201222
289581302;355928;690306;2021;N;10;99;999;11270001.0;38735.0;RS;1363.0;1363.0;8;0.0;20201110;20210317;20201110;20201110
289581350;355986;690354;2021;N;10;99;999;11310002.0;22569.0;RS;36864.0;0.0;8;0.0;20210406;20210628;20210201;20210201
289581376;356012;690380;2021;N;10;99;999;11310002.0;38735.0;RS;245.76;245.76;8;0.0;20210111;20210617;20210111;20210111
289581405;356045;690409;2021;N;10;99;999;11310002.0;42769.0;PR;41308.3;445.37;7;0.0;20210205;20210617;20210103;20210103
289581507;356162;690511;2021;N;10;99;999;11310002.0;9128.0;SP;22728.73;1976.14;3;0.0;20201214;20210427;20201209;20201209
289581635;356306;690639;2021;N;10;99;999;11310002.0;3447.0;PR;59196.29;1157.2;8;0.0;20210224;20210506;20201215;20201215
289581706;356385;690710;2021;N;10;99;999;11310002.0;37949.0;PR;5231.82;532.37;7;0.0;20210217;20210422;20210118;20210118
289581707;356386;690711;2021;N;10;99;999;11310002.0;29201.0;PR;688.9;688.9;8;0.0;20201113;20210310;20201003;20201003
289581747;356437;690751;2021;N;10;99;999;11310002.0;30159.0;PR;1509.12;0.0;7;0.0;20210217;20210609;20210118;20210118
289581783;356480;690787;2021;N;10;99;999;11310002.0;20389.0;PR;31318.02;1058.42;8;0.0;20210311;20210428;20210201;20210201
289581836;356540;690840;2021;N;10;99;999;11310002.0;29139.0;PR;1960.43;1960.43;6;0.0;20210115;20210415;20210103;20210103
289581836;356540;690840;2021;N;10;99;999;11310002.0;29139.0;PR;991.05;991.05;6;0.0;20210115;20210414;20210103;20210103
289581906;356632;690910;2021;N;10;99;999;11310002.0;21340.0;RS;1148.24;1148.24;8;0.0;20210107;20210224;20210106;20210106
289581935;356670;690939;2021;N;10;99;999;11310002.0;22095.0;SP;57158.17;998.17;3;0.0;20201125;20210208;20201117;20201117
289582005;356759;691009;2021;N;10;99;999;11310002.0;20389.0;PR;41441.28;0.0;8;0.0;20210301;20210708;20210201;20210201
289582006;356760;691010;2021;N;10;99;999;11310002.0;7553.0;PR;1746.44;1746.44;8;0.0;20210301;20210609;20210201;20210201
289582034;356797;691038;2021;N;10;99;999;11310002.0;38735.0;RS;648.5;648.5;8;0.0;20210113;20210617;20210108;20210108
289582058;356827;691062;2021;N;10;99;999;11310002.0;48361.0;PR;56086.0;0.0;7;0.0;20210301;20210621;20210110;20210110
289582189;357001;691193;2021;N;10;99;999;11310002.0;25418.0;SP;41145.27;895.27;8;0.0;20210222;20210506;20210222;20210222
289582217;357032;691221;2021;N;10;99;999;11310002.0;14319.0;PR;2404.53;713.55;8;0.0;20210222;20210621;20210129;20210129
289582320;357149;691324;2021;N;10;99;999;11270001.0;37853.0;PR;136015.88;0.0;7;0.0;20210202;20210405;20210117;20210117
289582327;357157;691331;2021;N;10;99;999;11270001.0;37853.0;PR;1303.56;1303.55;7;0.0;20210205;00000000;20210116;20210116
289582365;357199;691369;2021;N;10;99;999;11270001.0;37853.0;PR;7410.48;0.0;7;0.0;20210202;20210323;20210117;20210117
289582386;357221;691390;2021;N;10;99;999;11310002.0;30472.0;PR;450.08;450.08;8;0.0;20210225;20210617;20210203;20210203
289582524;357371;691528;2021;N;10;99;999;11310002.0;4154.0;PR;8257.18;647.58;8;0.0;20210301;20210527;20210206;20210206
289549865;318832;575940;2021;N;80;99;999;99999999.0;21216.0;SC;51234.03;0.0;99;0.0;20210617;20210803;20210507;20210507
289549865;318832;587735;2021;N;80;99;999;99999999.0;21216.0;SC;20190.17;0.0;99;0.0;20200810;20200814;20200726;20200726
289549865;318832;587882;2021;N;80;99;999;99999999.0;21216.0;SC;18550.0;0.0;99;0.0;20210324;20210326;20210304;20210304
289549865;318832;588858;2021;N;80;99;999;99999999.0;21216.0;SC;243704.73;0.0;99;0.0;20210704;20210804;20210524;20210524
289549865;318832;590123;2021;N;80;99;999;99999999.0;21216.0;SC;26423.89;0.0;99;0.0;20210705;20210719;20210619;20210619
289549865;318832;597278;2021;N;80;99;999;99999999.0;21216.0;SC;71175.37;0.0;99;0.0;20210430;20210803;20210416;20210416
289614024;398935;863872;2021;N;64;99;310;99999999.0;29366.0;MG;9323.5;1087.5;15;500.0;20200727;20210324;20200724;20200724
289614409;399387;864352;2021;N;64;99;310;99999999.0;3681.0;RS;9496.25;652.5;99;500.0;20201020;20201202;20201014;20201014
289614665;399702;864757;2021;N;64;99;310;99999999.0;35800.0;DF;12270.0;870.0;11;600.0;20200729;20201013;20200728;20200728
289615267;400462;865665;2021;N;64;99;999;99999999.0;7388.0;SP;4009.73;652.5;11;250.0;20200724;20200826;20200723;20200723
289615315;400518;865729;2021;N;64;99;120;99999999.0;15222.0;PB;28870.0;870.0;99;3000.0;20210521;20210708;20210514;20210514
289615315;400518;865732;2021;N;64;99;120;99999999.0;15222.0;PB;27870.0;870.0;20;3000.0;20200803;20201009;20200802;20200802
289615321;400525;865738;2021;N;64;99;310;99999999.0;19833.0;PR;8170.0;870.0;15;500.0;20201013;20201218;20201012;20201012
289615386;400604;865820;2021;N;64;99;999;99999999.0;39260.0;GO;5620.0;870.0;11;250.0;20210405;20210526;20210329;20210329
289615532;400779;866061;2021;N;64;99;999;99999999.0;33541.0;SP;54652.5;652.5;21;6000.0;20200707;20200723;20200706;20200706
289615804;401107;866464;2021;N;64;99;120;99999999.0;19187.0;MA;18870.0;870.0;20;2000.0;20201218;20210310;20201216;20201216
289615925;401252;866687;2021;N;64;99;120;99999999.0;11790.0;SP;70652.5;652.5;11;0.0;20201015;20201207;20201010;20201010
289615925;401252;866687;2021;N;64;99;999;99999999.0;11790.0;SP;500.0;0.0;11;0.0;20201015;20201207;20201010;20201010
289616025;401376;866862;2021;N;64;99;310;99999999.0;3007.0;RJ;435.0;435.0;99;0.0;20210106;20210119;20201219;20201219
289616458;401909;867421;2021;N;64;99;310;99999999.0;24828.0;MG;10187.77;0.0;11;1000.0;20210511;20210802;20210508;20210508
289616458;401909;867421;2021;N;64;99;120;99999999.0;24828.0;MG;35087.5;1087.5;11;6000.0;20210511;20210802;20210508;20210508
289616788;402289;867823;2021;N;64;99;999;99999999.0;23207.0;MG;2777.66;870.0;11;500.0;20210209;20210407;20210126;20210126
289616798;402302;867835;2021;N;64;99;999;99999999.0;13853.0;PR;4252.5;652.5;11;250.0;20210224;20210405;20210218;20210218
289617230;402798;868376;2021;N;64;99;120;99999999.0;29029.0;MG;1305.0;1305.0;99;0.0;20210322;20210526;20210322;20210322
289617429;403016;868694;2021;N;64;99;999;99999999.0;29029.0;MG;2648.5;652.5;11;250.0;20210316;20210604;20210309;20210309
289438186;182813;137694;2021;N;10;99;0;12015080.0;30726.0;PR;10063.1;0.0;8;65.0;20210517;00000000;20210510;20210510
289438186;182813;137694;2021;N;10;99;0;12015080.0;30726.0;PR;0.01;0.0;9;65.0;20210630;00000000;20210630;20210630
289438224;182865;137732;2021;N;10;99;0;12015080.0;1968.0;MS;39461.94;0.0;9;65.0;20210702;00000000;20210630;20210630
289438334;183007;137842;2021;N;10;99;0;12015080.0;29201.0;PR;4156.8;0.0;8;65.0;20210531;00000000;20210420;20210420
289438334;183009;137842;2021;N;10;99;0;12015080.0;29201.0;PR;0.01;0.0;9;65.0;20210712;00000000;20210630;20210630
289438474;183195;137982;2021;N;10;99;0;12015080.0;31732.0;PR;50688.94;0.0;8;130.0;20210609;00000000;20210520;20210520
289438474;183195;137982;2021;N;10;99;0;12015080.0;31732.0;PR;0.02;0.0;9;130.0;20210702;00000000;20210630;20210630
289438493;183217;138001;2021;N;10;99;0;12015080.0;11109.0;PR;10131.31;0.0;8;65.0;20210510;00000000;20210509;20210509
289438493;183217;138001;2021;N;10;99;0;12015080.0;11109.0;PR;0.01;0.0;9;65.0;20210701;00000000;20210630;20210630
289438500;183227;138008;2021;N;10;99;0;12015080.0;33613.0;PR;0.02;0.0;9;65.0;20210702;00000000;20210630;20210630
289438561;183305;138069;2021;N;10;99;0;12015080.0;17608.0;PR;28344.62;0.0;8;65.0;20210609;00000000;20210520;20210520
289438561;183305;138069;2021;N;10;99;0;12015080.0;17608.0;PR;0.01;0.0;9;65.0;20210701;00000000;20210630;20210630
289438586;183337;138094;2021;N;10;99;0;12015080.0;33613.0;PR;0.02;0.0;8;65.0;20210520;00000000;20210520;20210520
289438593;183346;138101;2021;N;10;99;0;12015080.0;33613.0;PR;0.02;0.0;8;65.0;20210520;00000000;20210520;20210520
289438622;183380;138130;2021;N;10;99;0;12015080.0;2431.0;PR;24694.62;0.0;9;65.0;20210630;00000000;20210629;20210629
289438664;183425;138172;2021;N;10;99;0;12015080.0;1092.0;GO;212951.89;0.0;8;65.0;20210521;20210915;20210402;20210402
289438716;183566;138224;2021;N;10;99;0;12015080.0;13561.0;PR;250410.03;0.0;8;65.0;20210414;20210929;20210315;20210315
289438716;183567;138224;2021;N;10;99;0;12015080.0;13561.0;PR;0.01;0.0;9;65.0;20210701;00000000;20210629;20210629
289438730;183606;138238;2021;N;10;99;0;12015080.0;13097.0;PR;0.02;0.0;9;130.0;20210709;00000000;20210630;20210630
289438730;183604;138238;2021;N;10;99;0;12015080.0;13097.0;PR;0.0;0.0;6;130.0;20210531;00000000;20210523;20210523
289438730;183604;138238;2021;N;10;99;0;12015080.0;13097.0;PR;0.02;0.0;9;130.0;20210531;00000000;20210523;20210523
289438730;183603;138238;2021;N;10;99;0;12015080.0;13097.0;PR;117194.84;0.0;8;130.0;20210531;20210913;20210410;20210410
289438734;183619;138242;2021;N;10;99;0;12015080.0;30197.0;PR;259789.38;0.0;8;65.0;20210528;20210923;20210415;20210415
289438734;183621;138242;2021;N;10;99;0;12015080.0;30197.0;PR;0.01;0.0;9;65.0;20210712;00000000;20210630;20210630
289438738;183635;138246;2021;N;10;99;0;12015080.0;32281.0;PR;121635.26;0.0;8;65.0;20210528;00000000;20210415;20210415
289438738;183637;138246;2021;N;10;99;0;12015080.0;32281.0;PR;0.01;0.0;9;65.0;20210712;00000000;20210630;20210630
289438742;183656;138250;2021;N;10;99;0;12015080.0;32281.0;PR;0.01;0.0;9;65.0;20210712;00000000;20210630;20210630
289438742;183654;138250;2021;N;10;99;0;12015080.0;32281.0;PR;13391.19;0.0;8;65.0;20210528;20210915;20210415;20210415
289438752;183686;138260;2021;N;10;99;0;12015080.0;13561.0;PR;88808.38;0.0;8;65.0;20210427;00000000;20210320;20210320
289438752;183687;138260;2021;N;10;99;0;12015080.0;13561.0;PR;0.01;0.0;9;65.0;20210630;00000000;20210630;20210630
289438756;183695;138264;2021;N;10;99;0;12015080.0;13561.0;PR;23648.05;0.0;8;65.0;20210427;00000000;20210320;20210320
289438756;183696;138264;2021;N;10;99;0;12015080.0;13561.0;PR;0.01;0.0;9;65.0;20210630;00000000;20210630;20210630
289438766;183719;138274;2021;N;10;99;0;12015080.0;14663.0;PR;0.02;0.0;8;65.0;20210518;00000000;20210310;20210310
289438766;183720;138274;2021;N;10;99;0;12015080.0;14663.0;PR;0.01;0.0;9;65.0;20210630;00000000;20210630;20210630
289438770;183731;138278;2021;N;10;99;0;12015080.0;25982.0;PR;126587.71;0.0;8;65.0;20210531;00000000;20210410;20210410
289438770;183733;138278;2021;N;10;99;0;12015080.0;25982.0;PR;0.01;0.0;9;65.0;20210709;00000000;20210630;20210630
289438784;183780;138292;2021;N;10;99;0;12015080.0;26462.0;PR;53829.87;0.0;9;65.0;20210701;00000000;20210629;20210629
289438816;183892;138324;2021;N;10;99;0;12015080.0;30836.0;PR;41905.46;0.0;8;65.0;20210601;00000000;20210415;20210415
289438816;183893;138324;2021;N;10;99;0;12015080.0;30836.0;PR;0.01;0.0;9;65.0;20210709;00000000;20210630;20210630
289438872;184076;138380;2021;N;10;99;0;12015080.0;43593.0;PR;122304.01;0.0;8;65.0;20210507;00000000;20210325;20210325
289438878;184097;138386;2021;N;10;99;0;12015080.0;1126.0;PR;0.01;0.0;9;65.0;20210709;00000000;20210630;20210630
289438878;184095;138386;2021;N;10;99;0;12015080.0;1126.0;PR;36040.49;0.0;8;65.0;20210531;00000000;20210425;20210425
289438883;184116;138391;2021;N;10;99;0;12015080.0;7247.0;PR;18975.11;0.0;8;65.0;20210525;00000000;20210410;20210410
289438887;184130;138395;2021;N;10;99;0;12015080.0;19620.0;PR;0.01;0.0;9;65.0;20210630;00000000;20210629;20210629
289438887;184129;138395;2021;N;10;99;0;12015080.0;19620.0;PR;0.02;0.0;8;65.0;20210420;00000000;20210315;20210315
289438890;184135;138398;2021;N;10;99;0;12015080.0;27698.0;PR;44367.05;0.0;8;65.0;20210528;00000000;20210415;20210415
289438890;184137;138398;2021;N;10;99;0;12015080.0;27698.0;PR;0.01;0.0;9;65.0;20210712;00000000;20210630;20210630
289438892;184141;138400;2021;N;10;99;0;12015080.0;31505.0;GO;114346.96;0.0;8;65.0;20210520;20210903;20210517;20210517
289438903;184158;138411;2021;N;10;99;0;12015080.0;21962.0;GO;113634.77;0.0;8;65.0;20210507;00000000;20210406;20210406
289439318;184581;138826;2021;N;10;99;0;12015080.0;15758.0;PR;43577.59;0.0;8;65.0;20210521;00000000;20210401;20210401
289439318;184581;138826;2021;N;10;99;0;12015080.0;15758.0;PR;0.01;0.0;9;65.0;20210709;00000000;20210630;20210630
289439322;184586;138830;2021;N;10;99;0;12015080.0;47939.0;PR;0.01;0.0;9;65.0;20210701;00000000;20210630;20210630
289439322;184586;138830;2021;N;10;99;0;12015080.0;47939.0;PR;0.02;0.0;8;65.0;20210531;00000000;20210320;20210320
289439333;22478367;138841;2021;N;10;99;0;12015080.0;3911.0;MS;6747.6;0.0;9;65.0;20210705;00000000;20210629;20210629
289439344;184622;138852;2021;N;10;99;0;12015080.0;16331.0;PR;63263.27;0.0;8;65.0;20210531;00000000;20210415;20210415
289439344;22478370;138852;2021;N;10;99;0;12015080.0;16331.0;PR;0.01;0.0;9;65.0;20210709;00000000;20210630;20210630
289439349;184630;138857;2021;N;10;99;0;12015080.0;16331.0;PR;0.01;0.0;9;65.0;20210709;00000000;20210630;20210630
289439349;184629;138857;2021;N;10;99;0;12015080.0;16331.0;PR;33932.12;0.0;8;65.0;20210531;00000000;20210415;20210415
289439356;184639;138864;2021;N;10;99;0;12015080.0;50160.0;GO;442590.24;0.0;8;65.0;20210506;20210825;20210315;20210315
289439367;184654;138875;2021;N;10;99;0;12015080.0;30197.0;PR;127076.04;0.0;8;65.0;20210528;00000000;20210415;20210415
289439367;184654;138875;2021;N;10;99;0;12015080.0;30197.0;PR;0.01;0.0;9;65.0;20210712;00000000;20210630;20210630
289439379;184677;138887;2021;N;10;99;0;12015080.0;32281.0;PR;0.01;0.0;9;65.0;20210712;00000000;20210630;20210630
289439379;184676;138887;2021;N;10;99;0;12015080.0;32281.0;PR;114063.12;0.0;8;65.0;20210528;00000000;20210415;20210415
289439389;184698;138897;2021;N;10;99;0;12015080.0;28965.0;SP;27687.22;0.0;8;65.0;20210519;00000000;20210512;20210512
289439389;184700;138897;2021;N;10;99;0;12015080.0;28965.0;SP;0.01;0.0;9;65.0;20210707;00000000;20210630;20210630
289439391;184704;138899;2021;N;10;99;0;12015080.0;40376.0;SP;13684.0;0.0;9;65.0;20210712;00000000;20210510;20210510
289439391;184704;138899;2021;N;10;99;0;12015080.0;40376.0;SP;0.01;0.0;9;65.0;20210804;00000000;20210630;20210630
289439394;184713;138902;2021;N;10;99;0;12015080.0;32281.0;PR;97212.3;0.0;8;65.0;20210528;20210929;20210415;20210415
289439394;22478378;138902;2021;N;10;99;0;12015080.0;32281.0;PR;0.01;0.0;9;65.0;20210712;00000000;20210630;20210630
289439414;22478382;138922;2021;N;10;99;0;12015080.0;30836.0;PR;0.01;0.0;9;65.0;20210709;00000000;20210630;20210630
289439414;184744;138922;2021;N;10;99;0;12015080.0;30836.0;PR;88629.77;0.0;8;65.0;20210601;00000000;20210420;20210420
289439418;184750;138926;2021;N;10;99;0;12015080.0;32281.0;PR;39762.46;0.0;8;65.0;20210528;00000000;20210415;20210415
289439418;22478383;138926;2021;N;10;99;0;12015080.0;32281.0;PR;0.01;0.0;9;65.0;20210712;00000000;20210630;20210630
289439419;184752;138927;2021;N;10;99;0;12015080.0;27698.0;PR;51456.92;0.0;8;65.0;20210528;00000000;20210415;20210415
289439419;184752;138927;2021;N;10;99;0;12015080.0;27698.0;PR;0.01;0.0;9;65.0;20210712;00000000;20210630;20210630
289439420;184753;138928;2021;N;10;99;0;12015080.0;4525.0;PR;33794.74;0.0;8;65.0;20210528;00000000;20210415;20210415
289439420;184753;138928;2021;N;10;99;0;12015080.0;4525.0;PR;0.01;0.0;9;65.0;20210713;00000000;20210630;20210630
289439485;184859;138993;2021;N;10;99;0;12015080.0;27698.0;PR;49709.75;0.0;8;65.0;20210528;00000000;20210415;20210415
289439485;184859;138993;2021;N;10;99;0;12015080.0;27698.0;PR;0.01;0.0;9;65.0;20210712;00000000;20210630;20210630
289439487;184861;138995;2021;N;10;99;0;12015080.0;39909.0;PR;62624.5;0.0;8;65.0;20210524;00000000;20210409;20210409
289439487;184861;138995;2021;N;10;99;0;12015080.0;39909.0;PR;0.01;0.0;9;65.0;20210709;00000000;20210630;20210630
289439510;184892;139018;2021;N;10;99;0;12015080.0;30197.0;PR;109558.76;0.0;8;65.0;20210528;20210929;20210415;20210415
289439510;184892;139018;2021;N;10;99;0;12015080.0;30197.0;PR;0.01;0.0;9;65.0;20210712;00000000;20210630;20210630
289439517;184901;139025;2021;N;10;99;0;12015080.0;9489.0;PR;19426.69;0.0;8;65.0;20210709;00000000;20210420;20210420
289439517;184901;139025;2021;N;10;99;0;12015080.0;9489.0;PR;0.01;0.0;9;65.0;20210709;00000000;20210630;20210630
289439518;22478390;139026;2021;N;10;99;0;12015080.0;28642.0;PR;42276.05;0.0;8;65.0;20210709;00000000;20210420;20210420
289439518;22478390;139026;2021;N;10;99;0;12015080.0;28642.0;PR;0.01;0.0;9;65.0;20210709;00000000;20210630;20210630
289439524;184914;139032;2021;N;10;99;0;12015080.0;32281.0;PR;80293.87;0.0;8;65.0;20210528;00000000;20210415;20210415
289439524;184915;139032;2021;N;10;99;0;12015080.0;32281.0;PR;0.01;0.0;9;65.0;20210712;00000000;20210630;20210630
289439526;184917;139034;2021;N;10;99;0;12015080.0;30197.0;PR;17123.83;0.0;8;65.0;20210528;20210921;20210415;20210415
289439526;184917;139034;2021;N;10;99;0;12015080.0;30197.0;PR;0.01;0.0;9;65.0;20210712;00000000;20210630;20210630
289439531;184925;139039;2021;N;10;99;0;12015080.0;40376.0;SP;7376.04;0.0;9;65.0;20210804;00000000;20210630;20210630
289439534;184932;139042;2021;N;10;99;0;12015080.0;3289.0;PR;111049.4;0.0;8;65.0;20210702;00000000;20210501;20210501
289439534;184932;139042;2021;N;10;99;0;12015080.0;3289.0;PR;0.01;0.0;9;65.0;20210702;00000000;20210630;20210630
289439548;184957;139056;2021;N;10;99;0;12015080.0;28642.0;PR;84363.03;0.0;8;65.0;20210524;00000000;20210410;20210410
289439548;184957;139056;2021;N;10;99;0;12015080.0;28642.0;PR;0.01;0.0;9;65.0;20210709;00000000;20210630;20210630
289439614;185068;139122;2021;N;10;99;0;12015080.0;2383.0;SP;175466.1;0.0;8;65.0;20210430;00000000;20210416;20210416
289439614;185069;139122;2021;N;10;99;0;12015080.0;2383.0;SP;0.01;0.0;9;65.0;20210630;00000000;20210630;20210630
289439630;185096;139138;2021;N;10;99;0;12015080.0;30836.0;PR;20501.49;0.0;9;65.0;20210630;00000000;20210630;20210630
289439633;185102;139141;2021;N;10;99;0;12015080.0;7553.0;PR;41887.04;0.0;8;65.0;20210517;00000000;20210510;20210510
289439633;185102;139141;2021;N;10;99;0;12015080.0;7553.0;PR;0.01;0.0;9;65.0;20210706;00000000;20210630;20210630
289440114;185657;139622;2021;N;10;99;60;13325002.0;42147.0;PR;8360.29;0.0;9;65.0;20210706;00000000;20210629;20210629
289440228;185820;139736;2021;N;10;99;20;12015080.0;9159.0;SP;43870.28;0.0;9;0.0;20210707;20210929;20210630;20210630
289440231;185825;139739;2021;N;10;99;0;99999999.0;35927.0;SP;95650.99;0.0;8;65.0;20210624;20210917;20210622;20210622
289440242;22478426;139750;2021;N;10;99;0;99999999.0;18274.0;SP;45602.37;0.0;8;65.0;20210510;20210903;20210420;20210420
289440430;186061;139938;2021;N;10;99;0;99999999.0;20231.0;SP;14038.46;0.0;9;65.0;20210708;00000000;20210630;20210630
289440551;186231;140059;2021;N;10;99;60;13325002.0;1418.0;PR;0.02;0.0;9;65.0;20210707;00000000;20210630;20210630
289441239;186993;140747;2021;N;10;99;20;13325002.0;18092.0;SP;116188.66;0.0;9;0.0;20210630;00000000;20210630;20210630
289441442;22478433;140950;2021;N;10;99;0;12015080.0;27698.0;PR;69889.6;0.0;8;65.0;20210504;00000000;20210503;20210503
289441442;22478433;140950;2021;N;10;99;0;12015080.0;27698.0;PR;0.01;0.0;9;65.0;20210705;00000000;20210630;20210630
289441534;187419;141042;2021;N;10;99;10;12016940.0;15150.0;MG;3200.01;0.0;6;10.0;20210430;00000000;20210419;20210419
289442249;22478437;141757;2021;N;10;99;10;13325002.0;41485.0;RS;0.02;0.0;6;5.0;20210702;00000000;20210626;20210626
289442479;188481;141987;2021;N;10;99;60;13325002.0;13097.0;PR;28709.08;0.0;9;130.0;20210806;00000000;20210630;20210630
289442482;188484;141990;2021;N;10;99;60;13325002.0;21601.0;PR;13308.18;0.0;9;65.0;20210806;00000000;20210630;20210630
289442484;188486;141992;2021;N;10;99;60;13325002.0;13097.0;PR;12375.04;0.0;9;130.0;20210806;00000000;20210630;20210630
289442994;189100;142502;2021;N;10;99;60;13325002.0;13097.0;PR;108244.06;0.0;9;130.0;20210806;00000000;20210630;20210630
289443034;189150;142542;2021;N;10;99;60;13325002.0;53040.0;PR;22494.46;0.0;9;65.0;20210708;00000000;20210628;20210628
289443081;189207;142589;2021;N;10;99;60;13325002.0;30836.0;PR;15355.6;0.0;9;65.0;20210719;00000000;20210630;20210630
289443508;189743;143016;2021;N;10;99;0;99999999.0;14371.0;SP;27418.33;0.0;8;65.0;20210519;00000000;20210510;20210510
289580423;354908;689427;2021;N;10;99;999;11310002.0;30953.0;PR;76211.53;883.53;7;0.0;20210223;20210630;20210104;20210104
